RewardSize,AnimalResponse,ToneCloudDurSec,Pupil,runSpeed,LickwrtTrialStart
1,1,2.8,0.237560411215081,0,NaN
1,1,0.66,0.120958850568816,0.000228145710236021,NaN
1,0,5.22,0.140764522942343,-0.000245695380254177,5.95083819
1,1,3.6,0.248043059413558,0,NaN
1,1,3.88,0.290066691705221,0,NaN
1,1,6.44,0.208705759844734,0,NaN
1,1,4.84,0.213121087281036,0.000245695380254177,NaN
1,1,8.74,0.189231718457576,0,NaN
1,0,1.14,0.283713736566066,0,1.93317333
1,0,0.2,0.302272385172627,0,3.14538543
1,1,6.58,0.396329394739969,0,NaN
1,1,2.02,0.184967046316681,-0.000245695380254177,NaN
1,1,0.08,0.163922725706129,0,NaN
1,1,3.26,0.207688093752362,0,NaN
1,1,3.42,0.166360515476238,0,NaN
1,1,8.78,0.150769382742242,0.000228145710236021,NaN
1,3,14,0.359822890967639,0,NaN
1,1,7.94,0.3872647266956,-0.00171986766177924,NaN
1,1,0.34,0.284536789474238,0,NaN
1,1,1.82,0.256382308104307,0,NaN
1,2,2.47338165509025,0.231112716261114,0,2.45585439
1,0,0.26,0.165264875609112,0,0.62263773
1,2,1.7325668586384,0.302318464623991,0.000245695380254177,1.71406191
1,1,6.44,0.407682833252353,0,NaN
1,3,14,0.182027050627849,0,NaN
1,0,1.16,0.21867673413146,0,3.253008
1,0,4.9,0.263327859422379,0,5.53347993
1,0,0.48,0.276790294252353,0,1.19668032
1,3,14,0.272239229561684,0,NaN
1,1,2.32,0.216029658106708,0,NaN
1,1,10.22,0.16671790989996,0.000491390760508354,NaN
1,1,6.22,0.241445322067216,0,NaN
1,1,2.9,0.177481411898139,0,NaN
1,0,0.26,0.250272276358381,0,2.34239907
1,1,0.2,0.701567337689403,0.0638807988659823,NaN
1,1,1.58,0.969001098956889,0.0314841080125249,NaN
1,1,5.34,0.570066313450881,0,NaN
1,1,8.88,0.335174042118047,0,NaN
1,3,14,0.254945275826403,0,NaN
1,0,0.04,0.241658644850831,0,1.01949804
1,2,0.0649837540747236,0.272278563399961,0.000228145710236021,0.04636203
1,1,2.7,0.193341188050918,-0.000228145710236021,NaN
1,1,1.76,0.267907335792529,0,NaN
1,1,1.24,0.244843214598209,0,NaN
1,1,4.42,0.262531066279263,-0.000228145710236021,NaN
1,1,5.5,0.286879483159588,0.000491390760508354,NaN
1,3,14,0.203541027923256,0,NaN
1,1,3.34,0.191028411168517,0,NaN
1,3,14,0.209568353223434,0,NaN
1,0,0.24,0.490908193113947,0,1.80505281
1,2,4.20094976341521,0.332587323621578,0.000228145710236021,4.18814781
1,1,3.42,0.510967570667031,0,NaN
1,1,10,0.404833206695917,0,NaN
2,3,14,0.317604389409007,0,NaN
2,1,3.06,0.429289108380928,0,NaN
2,1,1.2,0.286590077285612,0,NaN
2,1,0.38,0.214945267963933,0.000228145710236021,NaN
2,1,2.98,0.180370554517649,-0.000245695380254177,NaN
2,1,6.16,0.226115250029405,0.000228145710236021,NaN
2,3,14,0.196863352340723,0,NaN
2,1,4.7,0.291535932783551,0,NaN
2,3,14,0.220785149957626,0,NaN
2,0,4.62,0.266323467874314,0,5.61780483
2,0,0.22,0.41422638982234,0.000456291420472043,0.73372662
2,2,0.522869282785853,0.414231779927397,0,0.50504949
2,2,0.493876530967899,0.259938690154654,0,0.4802853
2,0,0.14,0.272986227843079,0.000245695380254177,0.51244875
2,2,0.373906523445332,0.254385868156474,0,0.35573109
2,2,1.84853786591021,0.275149381612308,0,1.83784953
2,0,3.54,0.209405854190048,0,3.64980165
2,2,1.82354411434301,0.915227802343464,0.0700407330423434,1.81131885
2,2,2.88527868091773,0.522825635000561,0,2.87167947
2,0,2.52,0.394483508508364,0.000245695380254177,3.50448285
2,2,0.0939765058926771,0.309810949681402,0.000245695380254177,0.08215845
2,0,0.6,0.175448829634275,0,1.08829116
2,2,0.660834791436804,0.319446500386951,-0.000245695380254177,0.64940172
2,2,0.507873031845532,0.21773317171337,0,0.49181748
2,0,9.8,0.33215265186094,0.000456291420472043,10.17144942
2,2,0.0689827543254758,0.246602491209119,0,0.05326134
2,0,0.04,0.269800424866369,0.000245695380254177,0.40015998
2,0,1.04,0.27390502854071,0,1.35556443
